ID	DOCULECT	CONCEPT	CONCEPT_SPANISH	CONCEPT_FRENCH	CONCEPT_PORTUGUESE	SEMANTIC_FIELD	VALUE_IN_SOURCE	VALUE	FORM1	FORM2	FORM	SEGMENTS	SOURCE	COGID
601	Yukuna	boil (VI)	hervir	bouiller	ferver, cozer	verb.int	$puyúkatakahe$ (ferver) {Schauer 2005}		puyúkatakahe		puyúkatakahe	p u y ú k a t a k a h e	Schauer 2005	537
602	Achagua	bone	hueso	os	osso	body part	$jahiʃi$ <jáhiʃi> (hueso) {Melendez 2011}	jáhiʃi	jahiʃi		jahiʃi	j a h i ʃ i	Melendez 2011	538
603	Kabiyari	bone	hueso	os	osso	body part	<japi> $japi$ (osso) {Epps}	japi	japi		japi	j a p i	Epps	539
604	Piapoco	bone	hueso	os	osso	body part	<api> $api$ (osso) {Epps}	api	api		api	a p i	Epps	539
605	Resigaro	bone	hueso	os	osso	body part	$aápí$ (osso) {Epps}		aápí		aápí	a á p í	Epps	539
606	Tariana	bone	hueso	os	osso	body part	$di-yápi$ (osso) {Aikhenvald 2001}, $di-ñápi$ (osso) {Aikhenvald 2001}		di-yápi		di-yápi	d i y á p i	Aikhenvald 2001	539
607	Tariana	bone	hueso	os	osso	body part	$di-yápi$ (osso) {Aikhenvald 2001}, $di-ñápi$ (osso) {Aikhenvald 2001}		di-ñápi		di-ñápi	d i ñ á p i	Aikhenvald 2001	539
608	Warekena	bone	hueso	os	osso	body part	$nuʃimapie$ (osso) {Aikhenvald 2012}		nuʃimapie		nuʃimapie	n u ʃ i m a p i e	Aikhenvald 2012	543
609	Yukuna	bone	hueso	os	osso	body part	$apʰinámihi$ (osso) {Epps}		apʰinámihi		apʰinámihi	a pʰ i n á m i h i	Epps	544
610	Achagua	botfly larva, grub, lives in animal	gusano, larva	ver, larve	gusano, chigoe, larva	insect	$e:niʃi$ <éeniʃi> (gusano) {Melendez 2011}	éeniʃi	e:niʃi		e:niʃi	e: n i ʃ i	Melendez 2011	545
611	Piapoco	botfly larva, grub, lives in animal	gusano, larva	ver, larve	gusano, chigoe, larva	insect	$mà:tʃùba$ (larva) {Klumpp 1995}		mà:tʃùba		mà:tʃùba	m à: tʃ ù b a	Klumpp 1995	546
612	Resigaro	botfly larva, grub, lives in animal	gusano, larva	ver, larve	gusano, chigoe, larva	insect	$naʔi$ (gusano) {Allin 1979}		naʔi		naʔi	n a ʔ i	Allin 1979	545
613	Tariana	botfly larva, grub, lives in animal	gusano, larva	ver, larve	gusano, chigoe, larva	insect	$yúɾu$ (larva) {Aikhenvald 2001}		yúɾu		yúɾu	y ú ɾ u	Aikhenvald 2001	548
614	Yukuna	botfly larva, grub, lives in animal	gusano, larva	ver, larve	gusano, chigoe, larva	insect	$iʔipitʃí$ (gusano) {Schauer 2005}		iʔipitʃí		iʔipitʃí	i ʔ i p i tʃ í	Schauer 2005	549
615	Achagua	bow	arco	arc	arco	material culture	$tʃa:widauʃi$ <tʃáawidauʃi> (arco) {Melendez 2011}	tʃáawidauʃi	tʃa:widauʃi		tʃa:widauʃi	tʃ a: w i d a u ʃ i	Melendez 2011	550
616	Baré	bow	arco	arc	arco	material culture	$sewepi$ (arco) {Oliveira 93}		sewepi		sewepi	s e w e p i	Oliveira 93	551
617	Piapoco	bow	arco	arc	arco	material culture	<demápu> $demápu$ (arco) {Epps}	demápu	demápu		demápu	d e m á p u	Epps	551
618	Resigaro	bow	arco	arc	arco	material culture	$-jawi[thíapu]$ (arco) {hr01}		-jawi[thíapu]		-jawi[thíapu]	j a w i [ th í a p u ]	hr01	553
619	Tariana	bow	arco	arc	arco	material culture	$yawithépu$ (arco) {Aikhenvald 2001}		yawithépu		yawithépu	y a w i th é p u	Aikhenvald 2001	553
620	Warekena	bow	arco	arc	arco	material culture	$tsawituɾeʃi$ (arco) {Aikhenvald 2012}		tsawituɾeʃi		tsawituɾeʃi	ts a w i t u ɾ e ʃ i	Aikhenvald 2012	550
621	Yukuna	bow	arco	arc	arco	material culture	$wiɾaʔapaɾa$ (arco) {Epps}		wiɾaʔapaɾa		wiɾaʔapaɾa	w i ɾ a ʔ a p a ɾ a	Epps	556
622	Achagua	boy, male child	muchacho, niño	garçon	garoto, menino	other	$tʃi:tʃi$ <tʃíitʃi> (muchacho) {Melendez 2011}	tʃíitʃi	tʃi:tʃi		tʃi:tʃi	tʃ i: tʃ i	Melendez 2011	557
623	Piapoco	boy, male child	muchacho, niño	garçon	garoto, menino	other	$sùmài$ (niño) {Klumpp 1995}		sùmài		sùmài	s ù m à i	Klumpp 1995	558
624	Resigaro	boy, male child	muchacho, niño	garçon	garoto, menino	other	$ókôgiígí$ (garoto) {Allin 1979}		ókôgiígí		ókôgiígí	ó k ô g i í g í	Allin 1979	559
625	Yukuna	boy, male child	muchacho, niño	garçon	garoto, menino	other	$walihímaka$ (garoto) {Schauer 2005}		walihímaka		walihímaka	w a l i h í m a k a	Schauer 2005	560
626	Achagua	brain	cerebro, seso	cerveau	cérebro	body part	$késueʃi$ <késueʃi> (cerebro) {Melendez 2011}	késueʃi	késueʃi		késueʃi	k és u e ʃ i	Melendez 2011	561
627	Piapoco	brain	cerebro, seso	cerveau	cérebro	body part	$nukuésue$ (cerebro) {Klumpp 1995}		nukuésue		nukuésue	n u k u és u e	Klumpp 1995	562
628	Tariana	brain	cerebro, seso	cerveau	cérebro	body part	$di-whidáki$ (cérebro) {Aikhenvald 2001}		di-whidáki		di-whidáki	d i wh i d á k i	Aikhenvald 2001	563
629	Yukuna	brain	cerebro, seso	cerveau	cérebro	body part	$hapoʔohehi$ (cérebro) {Schauer 2005}		hapoʔohehi		hapoʔohehi	h a p o ʔ o h e h i	Schauer 2005	564
630	Achagua	branch	rama	branche	galho, ramo	plant	$dubaiʃi$ <dubáiʃi> {Melendez 2011}, $tʃikiri$ <tʃíkiri> (rama) {Melendez 2011}	dubáiʃi	dubaiʃi		dubaiʃi	d u b a i ʃ i	Melendez 2011	565
631	Achagua	branch	rama	branche	galho, ramo	plant	$dubaiʃi$ <dubáiʃi> {Melendez 2011}, $tʃikiri$ <tʃíkiri> (rama) {Melendez 2011}	tʃíkiri	tʃikiri		tʃikiri	tʃ i k i r i	Melendez 2011	571
632	Baré	branch	rama	branche	galho, ramo	plant	$waku$ (galho) {Oliveira 93}		waku		waku	w a k u	Oliveira 93	566
633	Piapoco	branch	rama	branche	galho, ramo	plant	$jà:na$ (rama) {Klumpp 1995}		jà:na		jà:na	j à: n a	Klumpp 1995	567
634	Resigaro	branch	rama	branche	galho, ramo	plant	$tégakú$ (galho) {Allin 1979}		tégakú		tégakú	t é g a k ú	Allin 1979	568
635	Tariana	branch	rama	branche	galho, ramo	plant	$hekú-kena$ (galho) {Aikhenvald 2001}		hekú-kena		hekú-kena	h e k ú k e n a	Aikhenvald 2001	568
636	Yukuna	branch	rama	branche	galho, ramo	plant	$iʔitʃehi$ (galho) {Schauer 2005}		iʔitʃehi		iʔitʃehi	i ʔ i tʃ e h i	Schauer 2005	570
637	Tariana	brazil nut	nuez de Brasil	noix du Brésil	castanha-do-pará	plant	$kúida$ $kúida$ (castanha-do-pará) {Epps}, $wasé-na$ $wasé-na$ (castanha-do-pará) {Epps}		kúida		kúida	k ú i d a	Epps	572
638	Tariana	brazil nut	nuez de Brasil	noix du Brésil	castanha-do-pará	plant	$kúida$ $kúida$ (castanha-do-pará) {Epps}, $wasé-na$ $wasé-na$ (castanha-do-pará) {Epps}		wasé-na		wasé-na	w a s é n a	Epps	573
639	Achagua	break (VI)	romperse	se casser, se rompre, se briser	quebrar-se	verb.int	$ipakieri$ <ipákieri> (romper) {Melendez 2011}	ipákieri	ipakieri		ipakieri	i p a k i e r i	Melendez 2011	574
640	Baré	break (VI)	romperse	se casser, se rompre, se briser	quebrar-se	verb.int	$kʰarika$ (quebrar) {Oliveira 93}		kʰarika		kʰarika	kʰ a r i k a	Oliveira 93	575
641	Resigaro	break (VI)	romperse	se casser, se rompre, se briser	quebrar-se	verb.int	$too-khú$ (quebrar) {Allin 1979}		too-khú		too-khú	t oo kh ú	Allin 1979	576
642	Tariana	break (VI)	romperse	se casser, se rompre, se briser	quebrar-se	verb.int	$di-wádu$ (quebrar-se) {Aikhenvald 2001}		di-wádu		di-wádu	d i w á d u	Aikhenvald 2001	577
643	Yukuna	break (VI)	romperse	se casser, se rompre, se briser	quebrar-se	verb.int	$yupaʔakaho$ (romper-se) {Schauer 2005}		yupaʔakaho		yupaʔakaho	y u p a ʔ a k a h o	Schauer 2005	578
644	Yukuna	break (VI) in many pieces, of sth rigid and 2D	romperse, desbaratar	se casser, se rompre, se briser	desbaratar, quebrar-se em varios pedaços	verb.int	$kahɾaʔakahe$ (desgarrar) {Schauer 2005}		kahɾaʔakahe		kahɾaʔakahe	k a h ɾ a ʔ a k a h e	Schauer 2005	579
645	Piapoco	break (VI), of sth rigid and 3D such as an egg	romperse, chancarse	se casser, se rompre, se briser	triturar	verb.int	$nù:ɺùaka$ (triturar) {Klumpp 1995}		nù:ɺùaka		nù:ɺùaka	n ù: ɺ ù a k a	Klumpp 1995	580
646	Achagua	break (VT)	romper, quebrar	casser, briser, rompre	quebrar	verb.act	$tu:kueri$ <túukueri> (quebrar) {Melendez 2011}	túukueri	tu:kueri		tu:kueri	t u: k u e r i	Melendez 2011	581
647	Piapoco	break (VT)	romper, quebrar	casser, briser, rompre	quebrar	verb.act	$nu-tʃatʃanáidaka$ (desmenuzar) {Klumpp 1995}, $nubakuíadaka$ (trozar) {Klumpp 1995}, $nusubèɾiadaka$ (trozar) {Klumpp 1995}		nu-tʃatʃanáidaka		nu-tʃatʃanáidaka	n u tʃ a tʃ a n á i d a k a	Klumpp 1995	582
648	Piapoco	break (VT)	romper, quebrar	casser, briser, rompre	quebrar	verb.act	$nu-tʃatʃanáidaka$ (desmenuzar) {Klumpp 1995}, $nubakuíadaka$ (trozar) {Klumpp 1995}, $nusubèɾiadaka$ (trozar) {Klumpp 1995}		nubakuíadaka		nubakuíadaka	n u b a k u í a d a k a	Klumpp 1995	582
649	Piapoco	break (VT)	romper, quebrar	casser, briser, rompre	quebrar	verb.act	$nu-tʃatʃanáidaka$ (desmenuzar) {Klumpp 1995}, $nubakuíadaka$ (trozar) {Klumpp 1995}, $nusubèɾiadaka$ (trozar) {Klumpp 1995}		nusubèɾiadaka		nusubèɾiadaka	n u s u b è ɾ i a d a k a	Klumpp 1995	582
650	Tariana	break (VT)	romper, quebrar	casser, briser, rompre	quebrar	verb.act	$di-thuaká$ (quebrar) {Aikhenvald 2001}, $di-makhá$ (quebrar, rachar) {Aikhenvald 2001}, $di-wésya$ (quebrar, moer, esmagar) {Aikhenvald 2001}		di-thuaká		di-thuaká	d i th u a k á	Aikhenvald 2001	583
651	Tariana	break (VT)	romper, quebrar	casser, briser, rompre	quebrar	verb.act	$di-thuaká$ (quebrar) {Aikhenvald 2001}, $di-makhá$ (quebrar, rachar) {Aikhenvald 2001}, $di-wésya$ (quebrar, moer, esmagar) {Aikhenvald 2001}		di-makhá		di-makhá	d i m a kh á	Aikhenvald 2001	587
652	Tariana	break (VT)	romper, quebrar	casser, briser, rompre	quebrar	verb.act	$di-thuaká$ (quebrar) {Aikhenvald 2001}, $di-makhá$ (quebrar, rachar) {Aikhenvald 2001}, $di-wésya$ (quebrar, moer, esmagar) {Aikhenvald 2001}		di-wésya		di-wésya	d i w és y a	Aikhenvald 2001	591
653	Warekena	break (VT)	romper, quebrar	casser, briser, rompre	quebrar	verb.act	$aɾia$ (quebrar) {Aikhenvald 2012}, $keɾika$ (quebrar) {Aikhenvald 2012}, $paka$ (quebrar em dois pedaços) {Aikhenvald 2012}		aɾia		aɾia	a ɾ i a	Aikhenvald 2012	584
654	Warekena	break (VT)	romper, quebrar	casser, briser, rompre	quebrar	verb.act	$aɾia$ (quebrar) {Aikhenvald 2012}, $keɾika$ (quebrar) {Aikhenvald 2012}, $paka$ (quebrar em dois pedaços) {Aikhenvald 2012}		keɾika		keɾika	k e ɾ i k a	Aikhenvald 2012	584
655	Warekena	break (VT)	romper, quebrar	casser, briser, rompre	quebrar	verb.act	$aɾia$ (quebrar) {Aikhenvald 2012}, $keɾika$ (quebrar) {Aikhenvald 2012}, $paka$ (quebrar em dois pedaços) {Aikhenvald 2012}		paka		paka	p a k a	Aikhenvald 2012	592
656	Yukuna	break (VT)	romper, quebrar	casser, briser, rompre	quebrar	verb.act	$mahákaʔakahe$ (quebrar) {Schauer 2005}, $apíhɾoʔokahe$ (desmembrar) {Schauer 2005}		mahákaʔakahe		mahákaʔakahe	m a h á k a ʔ a k a h e	Schauer 2005	585
657	Yukuna	break (VT)	romper, quebrar	casser, briser, rompre	quebrar	verb.act	$mahákaʔakahe$ (quebrar) {Schauer 2005}, $apíhɾoʔokahe$ (desmembrar) {Schauer 2005}		apíhɾoʔokahe		apíhɾoʔokahe	a p í h ɾ o ʔ o k a h e	Schauer 2005	585
658	Achagua	break (VT) in half, of sth rigid, completely breaking or cutting	trozar, pedacear	fendre, casser	quebrar em dois	verb.act	$tu:kueri$ <túukueri> (quebrar) {Melendez 2011}	túukueri	tu:kueri		tu:kueri	t u: k u e r i	Melendez 2011	593
659	Piapoco	break (VT) in half, of sth rigid, completely breaking or cutting	trozar, pedacear	fendre, casser	quebrar em dois	verb.act	$nubakuíadaka$ (trozar) {Klumpp 1995}, $nusubèɾiadaka$ (trozar) {Klumpp 1995}		nubakuíadaka		nubakuíadaka	n u b a k u í a d a k a	Klumpp 1995	594
660	Piapoco	break (VT) in half, of sth rigid, completely breaking or cutting	trozar, pedacear	fendre, casser	quebrar em dois	verb.act	$nubakuíadaka$ (trozar) {Klumpp 1995}, $nusubèɾiadaka$ (trozar) {Klumpp 1995}		nusubèɾiadaka		nusubèɾiadaka	n u s u b è ɾ i a d a k a	Klumpp 1995	594
661	Tariana	break (VT) in half, of sth rigid, completely breaking or cutting	trozar, pedacear	fendre, casser	quebrar em dois	verb.act	$di-thuaká$ (quebrar) {Aikhenvald 2001}, $di-makhá$ (quebrar, rachar) {Aikhenvald 2001}, $di-wésya$ (quebrar, moer, esmagar) {Aikhenvald 2001}		di-thuaká		di-thuaká	d i th u a k á	Aikhenvald 2001	595
662	Tariana	break (VT) in half, of sth rigid, completely breaking or cutting	trozar, pedacear	fendre, casser	quebrar em dois	verb.act	$di-thuaká$ (quebrar) {Aikhenvald 2001}, $di-makhá$ (quebrar, rachar) {Aikhenvald 2001}, $di-wésya$ (quebrar, moer, esmagar) {Aikhenvald 2001}		di-makhá		di-makhá	d i m a kh á	Aikhenvald 2001	599
663	Tariana	break (VT) in half, of sth rigid, completely breaking or cutting	trozar, pedacear	fendre, casser	quebrar em dois	verb.act	$di-thuaká$ (quebrar) {Aikhenvald 2001}, $di-makhá$ (quebrar, rachar) {Aikhenvald 2001}, $di-wésya$ (quebrar, moer, esmagar) {Aikhenvald 2001}		di-wésya		di-wésya	d i w és y a	Aikhenvald 2001	601
664	Warekena	break (VT) in half, of sth rigid, completely breaking or cutting	trozar, pedacear	fendre, casser	quebrar em dois	verb.act	$paka$ (quebrar em dois pedaços) {Aikhenvald 2012}		paka		paka	p a k a	Aikhenvald 2012	596
665	Yukuna	break (VT) in half, of sth rigid, completely breaking or cutting	trozar, pedacear	fendre, casser	quebrar em dois	verb.act	$mahákaʔakahe$ (quebrar) {Schauer 2005}, $apíhɾoʔokahe$ (desmembrar) {Schauer 2005}		mahákaʔakahe		mahákaʔakahe	m a h á k a ʔ a k a h e	Schauer 2005	597
666	Yukuna	break (VT) in half, of sth rigid, completely breaking or cutting	trozar, pedacear	fendre, casser	quebrar em dois	verb.act	$mahákaʔakahe$ (quebrar) {Schauer 2005}, $apíhɾoʔokahe$ (desmembrar) {Schauer 2005}		apíhɾoʔokahe		apíhɾoʔokahe	a p í h ɾ o ʔ o k a h e	Schauer 2005	597
667	Achagua	break (VT) into many pieces, of sth brittle such as tobacco leaves, crumble	desmenuzar	déchiqueter	quebrar em varios pedaços	verb.act	$tu:kueri$ <túukueri> (quebrar) {Melendez 2011}	túukueri	tu:kueri		tu:kueri	t u: k u e r i	Melendez 2011	602
668	Piapoco	break (VT) into many pieces, of sth brittle such as tobacco leaves, crumble	desmenuzar	déchiqueter	quebrar em varios pedaços	verb.act	$nu-tʃatʃanáidaka$ (desmenuzar) {Klumpp 1995}		nu-tʃatʃanáidaka		nu-tʃatʃanáidaka	n u tʃ a tʃ a n á i d a k a	Klumpp 1995	603
669	Tariana	break (VT) into many pieces, of sth brittle such as tobacco leaves, crumble	desmenuzar	déchiqueter	quebrar em varios pedaços	verb.act	$di-thuaká$ (quebrar) {Aikhenvald 2001}, $di-makhá$ (quebrar, rachar) {Aikhenvald 2001}, $di-wésya$ (quebrar, moer, esmagar) {Aikhenvald 2001}		di-thuaká		di-thuaká	d i th u a k á	Aikhenvald 2001	604
670	Tariana	break (VT) into many pieces, of sth brittle such as tobacco leaves, crumble	desmenuzar	déchiqueter	quebrar em varios pedaços	verb.act	$di-thuaká$ (quebrar) {Aikhenvald 2001}, $di-makhá$ (quebrar, rachar) {Aikhenvald 2001}, $di-wésya$ (quebrar, moer, esmagar) {Aikhenvald 2001}		di-makhá		di-makhá	d i m a kh á	Aikhenvald 2001	607
671	Tariana	break (VT) into many pieces, of sth brittle such as tobacco leaves, crumble	desmenuzar	déchiqueter	quebrar em varios pedaços	verb.act	$di-thuaká$ (quebrar) {Aikhenvald 2001}, $di-makhá$ (quebrar, rachar) {Aikhenvald 2001}, $di-wésya$ (quebrar, moer, esmagar) {Aikhenvald 2001}		di-wésya		di-wésya	d i w és y a	Aikhenvald 2001	609
672	Warekena	break (VT) into many pieces, of sth brittle such as tobacco leaves, crumble	desmenuzar	déchiqueter	quebrar em varios pedaços	verb.act	$aɾia$ (quebrar) {Aikhenvald 2012}, $keɾika$ (quebrar) {Aikhenvald 2012}, $paka$ (quebrar em dois pedaços) {Aikhenvald 2012}		aɾia		aɾia	a ɾ i a	Aikhenvald 2012	605
673	Warekena	break (VT) into many pieces, of sth brittle such as tobacco leaves, crumble	desmenuzar	déchiqueter	quebrar em varios pedaços	verb.act	$aɾia$ (quebrar) {Aikhenvald 2012}, $keɾika$ (quebrar) {Aikhenvald 2012}, $paka$ (quebrar em dois pedaços) {Aikhenvald 2012}		keɾika		keɾika	k e ɾ i k a	Aikhenvald 2012	605
674	Warekena	break (VT) into many pieces, of sth brittle such as tobacco leaves, crumble	desmenuzar	déchiqueter	quebrar em varios pedaços	verb.act	$aɾia$ (quebrar) {Aikhenvald 2012}, $keɾika$ (quebrar) {Aikhenvald 2012}, $paka$ (quebrar em dois pedaços) {Aikhenvald 2012}		paka		paka	p a k a	Aikhenvald 2012	610
675	Yukuna	break (VT) into many pieces, of sth brittle such as tobacco leaves, crumble	desmenuzar	déchiqueter	quebrar em varios pedaços	verb.act	$apíhɾoʔokahe$ (desmembrar) {Schauer 2005}		apíhɾoʔokahe		apíhɾoʔokahe	a p í h ɾ o ʔ o k a h e	Schauer 2005	606
676	Achagua	break (VT), of sth rigid and 3D such as an egg	chancar	casser	triturar	verb.act	$tu:kueri$ <túukueri> (quebrar) {Melendez 2011}	túukueri	tu:kueri		tu:kueri	t u: k u e r i	Melendez 2011	611
677	Piapoco	break (VT), of sth rigid and 3D such as an egg	chancar	casser	triturar	verb.act	$nu-tʃatʃanáidaka$ (desmenuzar) {Klumpp 1995}, $nubakuíadaka$ (trozar) {Klumpp 1995}, $nusubèɾiadaka$ (trozar) {Klumpp 1995}		nu-tʃatʃanáidaka		nu-tʃatʃanáidaka	n u tʃ a tʃ a n á i d a k a	Klumpp 1995	612
678	Piapoco	break (VT), of sth rigid and 3D such as an egg	chancar	casser	triturar	verb.act	$nu-tʃatʃanáidaka$ (desmenuzar) {Klumpp 1995}, $nubakuíadaka$ (trozar) {Klumpp 1995}, $nusubèɾiadaka$ (trozar) {Klumpp 1995}		nubakuíadaka		nubakuíadaka	n u b a k u í a d a k a	Klumpp 1995	612
679	Piapoco	break (VT), of sth rigid and 3D such as an egg	chancar	casser	triturar	verb.act	$nu-tʃatʃanáidaka$ (desmenuzar) {Klumpp 1995}, $nubakuíadaka$ (trozar) {Klumpp 1995}, $nusubèɾiadaka$ (trozar) {Klumpp 1995}		nusubèɾiadaka		nusubèɾiadaka	n u s u b è ɾ i a d a k a	Klumpp 1995	612
680	Tariana	break (VT), of sth rigid and 3D such as an egg	chancar	casser	triturar	verb.act	$di-thuaká$ (quebrar) {Aikhenvald 2001}, $di-makhá$ (quebrar, rachar) {Aikhenvald 2001}, $di-wésya$ (quebrar, moer, esmagar) {Aikhenvald 2001}		di-thuaká		di-thuaká	d i th u a k á	Aikhenvald 2001	613
681	Tariana	break (VT), of sth rigid and 3D such as an egg	chancar	casser	triturar	verb.act	$di-thuaká$ (quebrar) {Aikhenvald 2001}, $di-makhá$ (quebrar, rachar) {Aikhenvald 2001}, $di-wésya$ (quebrar, moer, esmagar) {Aikhenvald 2001}		di-makhá		di-makhá	d i m a kh á	Aikhenvald 2001	617
682	Tariana	break (VT), of sth rigid and 3D such as an egg	chancar	casser	triturar	verb.act	$di-thuaká$ (quebrar) {Aikhenvald 2001}, $di-makhá$ (quebrar, rachar) {Aikhenvald 2001}, $di-wésya$ (quebrar, moer, esmagar) {Aikhenvald 2001}		di-wésya		di-wésya	d i w és y a	Aikhenvald 2001	621
683	Warekena	break (VT), of sth rigid and 3D such as an egg	chancar	casser	triturar	verb.act	$aɾia$ (quebrar) {Aikhenvald 2012}, $keɾika$ (quebrar) {Aikhenvald 2012}, $paka$ (quebrar em dois pedaços) {Aikhenvald 2012}		aɾia		aɾia	a ɾ i a	Aikhenvald 2012	614
684	Warekena	break (VT), of sth rigid and 3D such as an egg	chancar	casser	triturar	verb.act	$aɾia$ (quebrar) {Aikhenvald 2012}, $keɾika$ (quebrar) {Aikhenvald 2012}, $paka$ (quebrar em dois pedaços) {Aikhenvald 2012}		keɾika		keɾika	k e ɾ i k a	Aikhenvald 2012	614
685	Warekena	break (VT), of sth rigid and 3D such as an egg	chancar	casser	triturar	verb.act	$aɾia$ (quebrar) {Aikhenvald 2012}, $keɾika$ (quebrar) {Aikhenvald 2012}, $paka$ (quebrar em dois pedaços) {Aikhenvald 2012}		paka		paka	p a k a	Aikhenvald 2012	622
686	Yukuna	break (VT), of sth rigid and 3D such as an egg	chancar	casser	triturar	verb.act	$mahákaʔakahe$ (quebrar) {Schauer 2005}, $apíhɾoʔokahe$ (desmembrar) {Schauer 2005}		mahákaʔakahe		mahákaʔakahe	m a h á k a ʔ a k a h e	Schauer 2005	615
687	Yukuna	break (VT), of sth rigid and 3D such as an egg	chancar	casser	triturar	verb.act	$mahákaʔakahe$ (quebrar) {Schauer 2005}, $apíhɾoʔokahe$ (desmembrar) {Schauer 2005}		apíhɾoʔokahe		apíhɾoʔokahe	a p í h ɾ o ʔ o k a h e	Schauer 2005	615
688	Achagua	break (VT), of sth rigid, without complete break; as you break branches to indicate path	quebrar	casser, plier	quebrar	verb.act	$tu:kueri$ <túukueri> (quebrar) {Melendez 2011}	túukueri	tu:kueri		tu:kueri	t u: k u e r i	Melendez 2011	623
689	Piapoco	break (VT), of sth rigid, without complete break; as you break branches to indicate path	quebrar	casser, plier	quebrar	verb.act	$nu-tʃatʃanáidaka$ (desmenuzar) {Klumpp 1995}, $nubakuíadaka$ (trozar) {Klumpp 1995}, $nusubèɾiadaka$ (trozar) {Klumpp 1995}		nu-tʃatʃanáidaka		nu-tʃatʃanáidaka	n u tʃ a tʃ a n á i d a k a	Klumpp 1995	624
690	Piapoco	break (VT), of sth rigid, without complete break; as you break branches to indicate path	quebrar	casser, plier	quebrar	verb.act	$nu-tʃatʃanáidaka$ (desmenuzar) {Klumpp 1995}, $nubakuíadaka$ (trozar) {Klumpp 1995}, $nusubèɾiadaka$ (trozar) {Klumpp 1995}		nubakuíadaka		nubakuíadaka	n u b a k u í a d a k a	Klumpp 1995	624
691	Piapoco	break (VT), of sth rigid, without complete break; as you break branches to indicate path	quebrar	casser, plier	quebrar	verb.act	$nu-tʃatʃanáidaka$ (desmenuzar) {Klumpp 1995}, $nubakuíadaka$ (trozar) {Klumpp 1995}, $nusubèɾiadaka$ (trozar) {Klumpp 1995}		nusubèɾiadaka		nusubèɾiadaka	n u s u b è ɾ i a d a k a	Klumpp 1995	624
692	Tariana	break (VT), of sth rigid, without complete break; as you break branches to indicate path	quebrar	casser, plier	quebrar	verb.act	$di-thuaká$ (quebrar) {Aikhenvald 2001}, $di-makhá$ (quebrar, rachar) {Aikhenvald 2001}, $di-wésya$ (quebrar, moer, esmagar) {Aikhenvald 2001}		di-thuaká		di-thuaká	d i th u a k á	Aikhenvald 2001	625
693	Tariana	break (VT), of sth rigid, without complete break; as you break branches to indicate path	quebrar	casser, plier	quebrar	verb.act	$di-thuaká$ (quebrar) {Aikhenvald 2001}, $di-makhá$ (quebrar, rachar) {Aikhenvald 2001}, $di-wésya$ (quebrar, moer, esmagar) {Aikhenvald 2001}		di-makhá		di-makhá	d i m a kh á	Aikhenvald 2001	629
694	Tariana	break (VT), of sth rigid, without complete break; as you break branches to indicate path	quebrar	casser, plier	quebrar	verb.act	$di-thuaká$ (quebrar) {Aikhenvald 2001}, $di-makhá$ (quebrar, rachar) {Aikhenvald 2001}, $di-wésya$ (quebrar, moer, esmagar) {Aikhenvald 2001}		di-wésya		di-wésya	d i w és y a	Aikhenvald 2001	633
695	Warekena	break (VT), of sth rigid, without complete break; as you break branches to indicate path	quebrar	casser, plier	quebrar	verb.act	$aɾia$ (quebrar) {Aikhenvald 2012}, $keɾika$ (quebrar) {Aikhenvald 2012}, $paka$ (quebrar em dois pedaços) {Aikhenvald 2012}		aɾia		aɾia	a ɾ i a	Aikhenvald 2012	626
696	Warekena	break (VT), of sth rigid, without complete break; as you break branches to indicate path	quebrar	casser, plier	quebrar	verb.act	$aɾia$ (quebrar) {Aikhenvald 2012}, $keɾika$ (quebrar) {Aikhenvald 2012}, $paka$ (quebrar em dois pedaços) {Aikhenvald 2012}		keɾika		keɾika	k e ɾ i k a	Aikhenvald 2012	626
697	Warekena	break (VT), of sth rigid, without complete break; as you break branches to indicate path	quebrar	casser, plier	quebrar	verb.act	$aɾia$ (quebrar) {Aikhenvald 2012}, $keɾika$ (quebrar) {Aikhenvald 2012}, $paka$ (quebrar em dois pedaços) {Aikhenvald 2012}		paka		paka	p a k a	Aikhenvald 2012	634
698	Yukuna	break (VT), of sth rigid, without complete break; as you break branches to indicate path	quebrar	casser, plier	quebrar	verb.act	$mahákaʔakahe$ (quebrar) {Schauer 2005}, $apíhɾoʔokahe$ (desmembrar) {Schauer 2005}		mahákaʔakahe		mahákaʔakahe	m a h á k a ʔ a k a h e	Schauer 2005	627
699	Yukuna	break (VT), of sth rigid, without complete break; as you break branches to indicate path	quebrar	casser, plier	quebrar	verb.act	$mahákaʔakahe$ (quebrar) {Schauer 2005}, $apíhɾoʔokahe$ (desmembrar) {Schauer 2005}		apíhɾoʔokahe		apíhɾoʔokahe	a p í h ɾ o ʔ o k a h e	Schauer 2005	627
700	Achagua	breast	seno	sein	seio	body part	$kutaʃi$ <kútaʃi> (pecho) {Melendez 2011}	kútaʃi	kutaʃi		kutaʃi	k u t a ʃ i	Melendez 2011	635
701	Baré	breast	seno	sein	seio	body part	$dini$ (seio) {Oliveira 93}		dini		dini	d i n i	Oliveira 93	636
702	Kabiyari	breast	seno	sein	seio	body part	$-íini$ (seio, mama) {Ramirez2001}		-íini		-íini	í i n i	Ramirez2001	636
703	Piapoco	breast	seno	sein	seio	body part	<ìni> $ìni$ (seio) {Epps}	ìni	ìni		ìni	ì n i	Epps	636
